@relation avaliation

@attribute topografia {aclive, declive, plano, irregular}
@attribute utilizacao {residencial, comercial, terreno}
@attribute conservacao {otimo, bom, regular, mau}
@attribute esgoto {sim, nao}
@attribute preco numeric
@attribute distanciaUTFPR numeric
@attribute distanciaPracaCentral numeric
@attribute pavimentacao {poliedrico, asfalto, irregular}

@data
declive, residencial, otimo, sim, 0.70, 0.5, 0.5, asfalto
aclive, comercial, otimo, sim, 0.68, 0.3, 0.4, asfalto
irregular, residencial, regular, nao, 0.46, 0.1, 0.1, asfalto
declive, terreno, otimo, nao, 0.67, 0.5, 0.8, asfalto
declive, residencial, otimo, nao, 0.49, 0.8, 0.7, irregular
aclive, residencial, mau, nao, 0.30, 0.6, 0.2, poliedrico
aclive, terreno, regular, sim, 0.60, 0.4, 0.5, poliedrico
aclive, comercial, otimo, sim, 0.69, 0.7, 0.6, poliedrico
irregular, terreno, regular, nao, 0.59, 0.2, 0.4, asfalto
plano, comercial, otimo, nao, 0.45, 0.3, 0.2, irregular
aclive, terreno, mau, nao, 0.40, 0.4, 0.6, poliedrico
declive, residencial, regular, sim, 0.57, 0.2, 0.9, poliedrico
irregular, residencial, regular, nao, 0.46, 0.4, 0.8, irregular
aclive, terreno, otimo, sim, 0.80, 0.6, 0.7, asfalto
plano, comercial, regular, sim, 0.72, 0.7, 0.7, poliedrico
irregular, residencial, mau, nao, 0.57, 0.8, 0.7, asfalto
plano, residencial, otimo, nao, 0.61, 0.3, 0.6, asfalto
declive, residencial, otimo, nao, 0.51, 0.9, 0.8, irregular
declive, terreno, otimo, nao, 0.47, 0.2, 0.2, poliedrico
plano, terreno, otimo, nao, 0.69, 0.1, 0.8, asfalto
plano, residencial, regular, nao, 0.57, 0.7, 0.4, asfalto
plano, comercial, bom, sim, 0.73, 0.5, 0.7, poliedrico
plano, comercial, regular, sim, 0.79, 0.9, 0.5, asfalto
plano, comercial, regular, nao, 0.58, 0.5, 0.4, asfalto
aclive, comercial, bom, nao, 0.39, 0.1, 0.8, irregular
declive, comercial, bom, sim, 0.59, 0.3, 0.9, irregular
plano, residencial, regular, nao, 0.37, 0.6, 0.1, irregular
declive, comercial, otimo, sim, 0.56, 0.1, 0.7, irregular
irregular, terreno, mau, sim, 0.66, 0.4, 0.7, poliedrico
plano, comercial, mau, sim, 0.58, 0.2, 0.2, asfalto
declive, residencial, mau, nao, 0.46, 0.9, 0.4, asfalto
aclive, comercial, mau, sim, 0.45, 0.4, 0.2, poliedrico
aclive, residencial, mau, nao, 0.30, 0.2, 0.1, asfalto
irregular, comercial, bom, nao, 0.61, 0.6, 0.7, poliedrico
aclive, comercial, mau, sim, 0.58, 0.8, 0.2, asfalto
declive, terreno, mau, nao, 0.46, 0.6, 0.2, asfalto
plano, residencial, otimo, sim, 0.59, 0.3, 0.4, irregular
plano, comercial, bom, sim, 0.67, 0.5, 0.3, poliedrico
irregular, comercial, otimo, sim, 0.68, 0.9, 0.1, irregular
declive, terreno, mau, sim, 0.40, 0.2, 0.2, irregular
irregular, residencial, otimo, sim, 0.73, 0.2, 0.9, poliedrico
declive, terreno, otimo, sim, 0.70, 0.3, 0.7, poliedrico
irregular, residencial, bom, sim, 0.62, 0.4, 0.7, irregular
irregular, terreno, otimo, sim, 0.80, 0.8, 0.3, poliedrico
aclive, residencial, regular, nao, 0.49, 0.9, 0.2, asfalto
plano, residencial, mau, sim, 0.54, 0.7, 0.2, poliedrico
declive, terreno, bom, nao, 0.38, 0.3, 0.2, irregular
aclive, comercial, mau, sim, 0.59, 0.9, 0.7, poliedrico
plano, residencial, regular, sim, 0.69, 0.2, 0.7, asfalto
aclive, terreno, bom, sim, 0.65, 0.7, 0.3, poliedrico
aclive, comercial, bom, nao, 0.54, 0.1, 0.9, asfalto
declive, comercial, bom, sim, 0.64, 0.1, 0.5, asfalto
aclive, comercial, bom, sim, 0.59, 0.7, 0.1, poliedrico
aclive, comercial, otimo, sim, 0.72, 0.3, 0.7, asfalto
aclive, residencial, bom, sim, 0.52, 0.4, 0.7, irregular
irregular, comercial, regular, sim, 0.54, 0.3, 0.2, irregular
irregular, comercial, bom, sim, 0.70, 0.8, 0.1, poliedrico
irregular, terreno, bom, nao, 0.54, 0.3, 0.7, irregular
declive, terreno, regular, nao, 0.40, 0.1, 0.3, poliedrico
plano, comercial, otimo, nao, 0.58, 0.1, 0.3, asfalto
declive, residencial, bom, sim, 0.54, 0.4, 0.7, irregular
plano, comercial, mau, nao, 0.38, 0.9, 0.1, irregular
declive, terreno, mau, sim, 0.46, 0.1, 0.2, poliedrico
declive, terreno, bom, nao, 0.48, 0.2, 0.5, poliedrico
plano, residencial, bom, sim, 0.69, 0.4, 0.8, poliedrico
plano, terreno, regular, sim, 0.77, 0.9, 0.1, asfalto
irregular, comercial, otimo, sim, 0.68, 0.3, 0.2, poliedrico
plano, residencial, mau, sim, 0.40, 0.3, 0.1, irregular
aclive, terreno, regular, nao, 0.44, 0.5, 0.3, poliedrico
declive, terreno, mau, nao, 0.30, 0.1, 0.1, poliedrico
declive, terreno, regular, nao, 0.49, 0.8, 0.2, poliedrico
declive, comercial, regular, nao, 0.28, 0.2, 0.1, irregular
irregular, comercial, otimo, sim, 0.71, 0.7, 0.5, irregular
irregular, terreno, bom, sim, 0.82, 0.9, 0.6, poliedrico
aclive, residencial, otimo, sim, 0.47, 0.3, 0.2, irregular
irregular, residencial, regular, sim, 0.66, 0.5, 0.6, poliedrico
irregular, comercial, regular, sim, 0.59, 0.1, 0.3, poliedrico
declive, residencial, mau, sim, 0.33, 0.3, 0.1, irregular
plano, terreno, otimo, sim, 0.73, 0.2, 0.5, poliedrico
declive, comercial, otimo, nao, 0.45, 0.8, 0.2, irregular
plano, residencial, mau, nao, 0.44, 0.5, 0.2, asfalto
irregular, terreno, regular, sim, 0.80, 0.9, 0.7, poliedrico
aclive, residencial, regular, nao, 0.39, 0.7, 0.2, poliedrico
irregular, comercial, mau, nao, 0.48, 0.4, 0.7, poliedrico
declive, residencial, otimo, sim, 0.64, 0.4, 0.7, poliedrico
aclive, terreno, mau, sim, 0.54, 0.9, 0.6, irregular
aclive, comercial, regular, sim, 0.46, 0.1, 0.1, poliedrico
aclive, comercial, regular, sim, 0.58, 0.4, 0.6, poliedrico
plano, terreno, regular, sim, 0.66, 0.1, 0.6, poliedrico
declive, terreno, bom, nao, 0.59, 0.5, 0.5, asfalto
declive, comercial, bom, nao, 0.56, 0.9, 0.6, poliedrico
declive, terreno, regular, sim, 0.49, 0.1, 0.4, irregular
declive, residencial, regular, nao, 0.47, 0.7, 0.7, poliedrico
aclive, residencial, otimo, nao, 0.36, 0.2, 0.5, irregular
aclive, residencial, mau, nao, 0.31, 0.8, 0.6, irregular
plano, residencial, bom, sim, 0.56, 0.3, 0.5, irregular
irregular, terreno, otimo, sim, 0.80, 0.3, 0.3, asfalto
irregular, residencial, bom, sim, 0.61, 0.4, 0.6, irregular
declive, terreno, otimo, nao, 0.53, 0.6, 0.2, poliedrico
aclive, terreno, regular, nao, 0.47, 0.3, 0.7, poliedrico
declive, residencial, otimo, sim, 0.71, 0.9, 0.7, poliedrico
declive, terreno, bom, sim, 0.76, 0.7, 0.5, asfalto
irregular, residencial, bom, nao, 0.45, 0.2, 0.7, irregular
plano, residencial, mau, nao, 0.39, 0.8, 0.5, irregular
plano, residencial, regular, nao, 0.46, 0.6, 0.2, poliedrico
declive, terreno, otimo, sim, 0.79, 0.2, 0.9, asfalto
declive, residencial, regular, nao, 0.53, 0.5, 0.8, asfalto
declive, comercial, regular, nao, 0.45, 0.4, 0.6, poliedrico
plano, comercial, mau, nao, 0.32, 0.2, 0.4, irregular
declive, terreno, mau, sim, 0.44, 0.5, 0.2, irregular
aclive, comercial, bom, nao, 0.60, 0.7, 0.7, asfalto
irregular, comercial, mau, sim, 0.58, 0.9, 0.4, irregular
plano, residencial, mau, sim, 0.60, 0.7, 0.1, asfalto
declive, comercial, bom, nao, 0.61, 0.8, 0.6, asfalto
aclive, terreno, otimo, sim, 0.64, 0.3, 0.9, irregular
aclive, comercial, bom, sim, 0.43, 0.1, 0.1, irregular
declive, terreno, regular, nao, 0.66, 0.9, 0.8, asfalto
irregular, residencial, bom, sim, 0.62, 0.2, 0.4, poliedrico
declive, comercial, regular, nao, 0.58, 0.8, 0.6, asfalto
irregular, comercial, bom, nao, 0.66, 0.8, 0.8, poliedrico
irregular, comercial, mau, sim, 0.66, 0.8, 0.6, poliedrico
aclive, comercial, bom, sim, 0.73, 0.8, 0.5, asfalto
plano, terreno, regular, nao, 0.49, 0.3, 0.7, irregular
aclive, comercial, mau, nao, 0.38, 0.8, 0.3, poliedrico
declive, residencial, mau, sim, 0.43, 0.2, 0.4, poliedrico
aclive, terreno, mau, nao, 0.39, 0.1, 0.3, asfalto
irregular, comercial, bom, sim, 0.77, 0.7, 0.7, poliedrico
aclive, residencial, bom, nao, 0.29, 0.3, 0.2, irregular
declive, terreno, bom, sim, 0.64, 0.2, 0.6, poliedrico
plano, terreno, regular, nao, 0.51, 0.1, 0.1, asfalto
aclive, terreno, regular, nao, 0.50, 0.4, 0.3, asfalto
declive, terreno, bom, sim, 0.58, 0.1, 0.3, poliedrico
plano, comercial, bom, sim, 0.64, 0.7, 0.4, irregular
plano, terreno, mau, sim, 0.63, 0.1, 0.9, poliedrico
declive, comercial, regular, sim, 0.69, 0.9, 0.8, poliedrico
declive, terreno, otimo, sim, 0.71, 0.4, 0.2, asfalto
plano, terreno, regular, nao, 0.54, 0.9, 0.5, irregular
aclive, comercial, mau, sim, 0.66, 0.7, 0.9, asfalto
declive, residencial, bom, nao, 0.44, 0.3, 0.6, poliedrico
declive, comercial, regular, nao, 0.62, 0.9, 0.8, asfalto
aclive, comercial, otimo, nao, 0.52, 0.2, 0.9, poliedrico
aclive, comercial, otimo, nao, 0.56, 0.8, 0.1, asfalto
irregular, residencial, bom, nao, 0.52, 0.5, 0.4, poliedrico
aclive, terreno, mau, sim, 0.37, 0.2, 0.1, irregular
irregular, comercial, mau, sim, 0.59, 0.2, 0.2, asfalto
aclive, comercial, otimo, nao, 0.65, 0.6, 0.9, asfalto
aclive, terreno, otimo, sim, 0.60, 0.2, 0.2, poliedrico
plano, comercial, otimo, nao, 0.64, 0.5, 0.3, asfalto
aclive, residencial, bom, sim, 0.55, 0.3, 0.5, poliedrico
plano, terreno, mau, nao, 0.59, 0.8, 0.9, poliedrico
aclive, terreno, regular, sim, 0.63, 0.5, 0.6, poliedrico
plano, comercial, bom, sim, 0.60, 0.5, 0.3, irregular
plano, comercial, regular, nao, 0.41, 0.5, 0.2, irregular
irregular, residencial, mau, nao, 0.39, 0.9, 0.3, irregular
declive, terreno, bom, nao, 0.35, 0.1, 0.2, irregular
plano, residencial, bom, nao, 0.45, 0.8, 0.2, irregular
irregular, residencial, bom, nao, 0.58, 0.4, 0.9, poliedrico
declive, terreno, regular, nao, 0.57, 0.7, 0.9, poliedrico
irregular, residencial, bom, sim, 0.52, 0.2, 0.2, irregular
irregular, terreno, otimo, nao, 0.79, 0.8, 0.7, asfalto
declive, comercial, bom, nao, 0.33, 0.1, 0.3, irregular
irregular, terreno, regular, sim, 0.77, 0.8, 0.6, poliedrico
plano, residencial, mau, nao, 0.37, 0.6, 0.6, irregular
plano, comercial, otimo, nao, 0.54, 0.7, 0.4, irregular
irregular, residencial, regular, nao, 0.40, 0.6, 0.2, irregular
aclive, comercial, mau, nao, 0.38, 0.9, 0.2, poliedrico
declive, terreno, mau, nao, 0.41, 0.8, 0.7, irregular
irregular, residencial, regular, nao, 0.50, 0.7, 0.3, poliedrico
aclive, terreno, bom, nao, 0.59, 0.2, 0.9, asfalto
declive, residencial, bom, sim, 0.64, 0.2, 0.6, asfalto
plano, comercial, otimo, nao, 0.64, 0.9, 0.4, poliedrico
irregular, comercial, mau, sim, 0.58, 0.6, 0.7, irregular
plano, comercial, otimo, sim, 0.84, 0.4, 0.8, asfalto
declive, terreno, bom, nao, 0.52, 0.3, 0.2, asfalto
declive, comercial, bom, sim, 0.57, 0.6, 0.5, irregular
declive, residencial, mau, nao, 0.51, 0.8, 0.9, asfalto
plano, residencial, bom, nao, 0.55, 0.4, 0.8, poliedrico
aclive, terreno, bom, sim, 0.52, 0.1, 0.5, irregular
irregular, residencial, regular, nao, 0.43, 0.9, 0.1, irregular
irregular, terreno, regular, sim, 0.83, 0.9, 0.4, asfalto
plano, terreno, bom, nao, 0.51, 0.3, 0.6, irregular
irregular, residencial, bom, nao, 0.55, 0.6, 0.5, poliedrico
aclive, comercial, otimo, sim, 0.69, 0.1, 0.7, asfalto
irregular, residencial, bom, nao, 0.48, 0.3, 0.8, irregular
declive, residencial, regular, sim, 0.56, 0.3, 0.2, asfalto
irregular, terreno, mau, nao, 0.57, 0.3, 0.7, asfalto
irregular, comercial, mau, sim, 0.66, 0.8, 0.6, poliedrico
aclive, terreno, regular, sim, 0.59, 0.6, 0.7, irregular
aclive, comercial, regular, sim, 0.51, 0.3, 0.2, poliedrico
aclive, residencial, mau, nao, 0.41, 0.4, 0.7, asfalto
declive, terreno, otimo, nao, 0.49, 0.1, 0.9, irregular
declive, residencial, otimo, sim, 0.76, 0.7, 0.7, asfalto
aclive, comercial, bom, nao, 0.50, 0.5, 0.2, asfalto
irregular, comercial, regular, sim, 0.82, 0.6, 0.9, asfalto
irregular, residencial, mau, sim, 0.53, 0.9, 0.3, irregular
declive, terreno, regular, sim, 0.67, 0.4, 0.9, poliedrico
irregular, residencial, otimo, sim, 0.64, 0.1, 0.9, irregular
declive, terreno, otimo, sim, 0.63, 0.3, 0.2, poliedrico
aclive, residencial, bom, sim, 0.52, 0.5, 0.1, poliedrico
declive, residencial, regular, sim, 0.57, 0.4, 0.2, asfalto
aclive, comercial, otimo, sim, 0.62, 0.4, 0.9, irregular
declive, terreno, bom, nao, 0.54, 0.9, 0.2, poliedrico
aclive, comercial, regular, sim, 0.59, 0.7, 0.4, poliedrico
plano, residencial, bom, nao, 0.39, 0.5, 0.1, irregular
declive, comercial, regular, sim, 0.65, 0.6, 0.8, poliedrico
plano, comercial, otimo, nao, 0.52, 0.4, 0.1, poliedrico
aclive, terreno, mau, nao, 0.56, 0.7, 0.9, asfalto
declive, comercial, bom, nao, 0.51, 0.9, 0.8, irregular
aclive, residencial, regular, sim, 0.43, 0.4, 0.3, irregular
declive, terreno, otimo, nao, 0.39, 0.2, 0.1, irregular
aclive, comercial, bom, nao, 0.50, 0.7, 0.5, poliedrico
plano, comercial, otimo, sim, 0.81, 0.5, 0.5, asfalto
plano, terreno, bom, sim, 0.75, 0.9, 0.2, poliedrico
aclive, terreno, regular, nao, 0.49, 0.5, 0.6, poliedrico
aclive, residencial, otimo, sim, 0.59, 0.1, 0.2, asfalto
plano, comercial, otimo, sim, 0.71, 0.5, 0.8, irregular
plano, terreno, regular, sim, 0.69, 0.5, 0.9, irregular
aclive, comercial, otimo, sim, 0.66, 0.2, 0.4, asfalto
plano, terreno, regular, nao, 0.47, 0.1, 0.3, poliedrico
declive, comercial, otimo, nao, 0.44, 0.8, 0.1, irregular
plano, residencial, otimo, nao, 0.64, 0.6, 0.5, asfalto
plano, comercial, mau, sim, 0.56, 0.8, 0.5, irregular
irregular, terreno, mau, sim, 0.50, 0.1, 0.4, irregular
declive, terreno, regular, sim, 0.67, 0.1, 0.7, asfalto
plano, terreno, otimo, nao, 0.66, 0.8, 0.9, irregular
aclive, terreno, mau, nao, 0.51, 0.4, 0.9, asfalto
declive, terreno, regular, sim, 0.67, 0.9, 0.9, irregular
irregular, terreno, otimo, nao, 0.67, 0.7, 0.5, poliedrico
plano, residencial, otimo, sim, 0.66, 0.1, 0.6, poliedrico
declive, comercial, regular, nao, 0.38, 0.7, 0.3, irregular
declive, comercial, bom, nao, 0.51, 0.9, 0.3, poliedrico
plano, residencial, regular, sim, 0.73, 0.6, 0.6, asfalto
aclive, comercial, bom, sim, 0.61, 0.8, 0.7, irregular
plano, residencial, otimo, sim, 0.70, 0.6, 0.9, irregular
irregular, comercial, bom, sim, 0.69, 0.2, 0.1, asfalto
declive, comercial, bom, sim, 0.57, 0.3, 0.8, irregular
aclive, residencial, regular, nao, 0.37, 0.6, 0.7, irregular
irregular, comercial, regular, sim, 0.54, 0.1, 0.4, irregular
aclive, comercial, regular, nao, 0.44, 0.7, 0.3, poliedrico
irregular, comercial, regular, sim, 0.61, 0.5, 0.5, irregular
irregular, terreno, otimo, sim, 0.91, 0.7, 0.7, asfalto
declive, comercial, regular, nao, 0.51, 0.4, 0.5, asfalto
plano, comercial, otimo, nao, 0.48, 0.4, 0.3, irregular
plano, terreno, mau, nao, 0.43, 0.7, 0.4, irregular
declive, residencial, otimo, nao, 0.56, 0.1, 0.9, asfalto
irregular, comercial, regular, nao, 0.48, 0.3, 0.3, poliedrico
declive, terreno, otimo, sim, 0.70, 0.2, 0.8, poliedrico
declive, residencial, bom, sim, 0.71, 0.9, 0.4, asfalto
aclive, comercial, otimo, sim, 0.64, 0.1, 0.8, poliedrico
aclive, residencial, otimo, nao, 0.53, 0.5, 0.9, poliedrico
aclive, terreno, mau, sim, 0.56, 0.6, 0.5, poliedrico
declive, comercial, regular, nao, 0.52, 0.9, 0.6, poliedrico
aclive, comercial, regular, sim, 0.62, 0.8, 0.5, poliedrico
declive, residencial, mau, sim, 0.34, 0.1, 0.4, irregular
aclive, residencial, mau, sim, 0.43, 0.2, 0.5, poliedrico
aclive, terreno, bom, nao, 0.52, 0.3, 0.8, poliedrico
irregular, residencial, mau, sim, 0.67, 0.4, 0.8, asfalto
irregular, terreno, regular, nao, 0.69, 0.9, 0.9, poliedrico
plano, terreno, otimo, sim, 0.83, 0.1, 0.8, asfalto
irregular, comercial, bom, sim, 0.76, 0.9, 0.9, irregular
aclive, terreno, mau, sim, 0.59, 0.4, 0.4, asfalto
irregular, terreno, regular, sim, 0.60, 0.5, 0.2, irregular
irregular, comercial, bom, sim, 0.86, 0.8, 0.7, asfalto
irregular, residencial, bom, nao, 0.59, 0.8, 0.1, asfalto
plano, terreno, regular, nao, 0.60, 0.3, 0.5, asfalto
irregular, comercial, regular, nao, 0.55, 0.4, 0.2, asfalto
plano, residencial, otimo, nao, 0.51, 0.5, 0.2, poliedrico
aclive, terreno, mau, sim, 0.60, 0.2, 0.7, asfalto
plano, residencial, regular, nao, 0.46, 0.8, 0.5, irregular
plano, comercial, bom, sim, 0.79, 0.4, 0.7, asfalto
aclive, terreno, mau, sim, 0.66, 0.7, 0.6, asfalto
plano, terreno, regular, nao, 0.54, 0.2, 0.7, poliedrico
declive, residencial, bom, sim, 0.65, 0.9, 0.5, poliedrico
declive, residencial, mau, sim, 0.64, 0.7, 0.9, asfalto
declive, comercial, otimo, sim, 0.74, 0.9, 0.6, poliedrico
aclive, terreno, mau, sim, 0.64, 0.9, 0.8, poliedrico
declive, terreno, mau, sim, 0.60, 0.3, 0.5, asfalto
declive, terreno, bom, nao, 0.54, 0.4, 0.2, asfalto
plano, residencial, otimo, sim, 0.70, 0.4, 0.6, poliedrico
irregular, residencial, otimo, sim, 0.61, 0.4, 0.4, irregular
aclive, residencial, regular, sim, 0.51, 0.6, 0.2, poliedrico
irregular, terreno, bom, sim, 0.79, 0.3, 0.5, asfalto
aclive, terreno, regular, nao, 0.41, 0.6, 0.5, irregular
irregular, residencial, otimo, sim, 0.67, 0.6, 0.6, irregular
aclive, terreno, mau, sim, 0.49, 0.7, 0.4, irregular
declive, comercial, regular, sim, 0.58, 0.5, 0.9, irregular
aclive, residencial, regular, sim, 0.60, 0.3, 0.6, asfalto
plano, terreno, mau, nao, 0.64, 0.7, 0.9, asfalto
irregular, comercial, bom, nao, 0.51, 0.2, 0.4, poliedrico
irregular, terreno, otimo, nao, 0.56, 0.2, 0.2, poliedrico
irregular, residencial, otimo, sim, 0.76, 0.4, 0.4, asfalto
plano, residencial, regular, nao, 0.54, 0.9, 0.5, poliedrico
declive, terreno, regular, sim, 0.57, 0.6, 0.5, irregular
declive, comercial, bom, nao, 0.47, 0.3, 0.1, asfalto
declive, terreno, bom, sim, 0.72, 0.2, 0.7, asfalto
irregular, comercial, regular, nao, 0.54, 0.2, 0.3, asfalto
plano, residencial, otimo, sim, 0.63, 0.1, 0.4, poliedrico
irregular, terreno, bom, sim, 0.75, 0.7, 0.3, poliedrico
aclive, terreno, mau, sim, 0.61, 0.8, 0.2, asfalto
aclive, terreno, bom, sim, 0.75, 0.6, 0.6, asfalto
declive, terreno, mau, nao, 0.40, 0.9, 0.5, irregular
irregular, terreno, regular, sim, 0.71, 0.7, 0.8, irregular
irregular, terreno, otimo, nao, 0.59, 0.5, 0.1, poliedrico
aclive, terreno, regular, nao, 0.53, 0.5, 0.4, asfalto
declive, residencial, mau, sim, 0.51, 0.9, 0.8, irregular
declive, comercial, mau, sim, 0.58, 0.2, 0.7, asfalto
irregular, comercial, mau, sim, 0.65, 0.3, 0.5, asfalto
irregular, residencial, mau, nao, 0.37, 0.4, 0.2, poliedrico
irregular, residencial, mau, sim, 0.59, 0.5, 0.6, poliedrico
declive, comercial, otimo, nao, 0.42, 0.7, 0.1, irregular
declive, residencial, otimo, nao, 0.59, 0.5, 0.7, asfalto
irregular, terreno, regular, sim, 0.57, 0.1, 0.4, irregular
aclive, comercial, mau, sim, 0.52, 0.2, 0.4, asfalto
irregular, residencial, bom, nao, 0.69, 0.8, 0.8, asfalto
aclive, comercial, otimo, sim, 0.72, 0.3, 0.7, asfalto
irregular, terreno, mau, sim, 0.64, 0.2, 0.8, poliedrico
declive, comercial, bom, nao, 0.44, 0.5, 0.2, poliedrico
aclive, comercial, bom, sim, 0.50, 0.3, 0.4, irregular
declive, comercial, regular, nao, 0.31, 0.4, 0.1, irregular
declive, comercial, otimo, nao, 0.56, 0.9, 0.9, irregular
irregular, residencial, mau, sim, 0.64, 0.1, 0.9, asfalto
aclive, terreno, regular, nao, 0.39, 0.6, 0.3, irregular
declive, comercial, otimo, sim, 0.56, 0.6, 0.2, irregular
declive, residencial, otimo, nao, 0.61, 0.8, 0.6, asfalto
aclive, terreno, mau, nao, 0.34, 0.3, 0.3, poliedrico
declive, terreno, bom, sim, 0.52, 0.2, 0.3, irregular
irregular, comercial, bom, sim, 0.80, 0.7, 0.9, poliedrico
irregular, comercial, mau, nao, 0.49, 0.5, 0.7, poliedrico
declive, comercial, otimo, nao, 0.49, 0.8, 0.5, irregular
plano, residencial, otimo, nao, 0.61, 0.2, 0.7, asfalto
plano, terreno, regular, sim, 0.77, 0.3, 0.7, asfalto
aclive, residencial, otimo, sim, 0.61, 0.5, 0.5, poliedrico
plano, residencial, mau, sim, 0.56, 0.8, 0.2, poliedrico
aclive, residencial, regular, nao, 0.57, 0.9, 0.8, asfalto
plano, residencial, otimo, nao, 0.44, 0.3, 0.4, irregular
plano, residencial, otimo, sim, 0.59, 0.6, 0.1, irregular
plano, residencial, otimo, sim, 0.61, 0.2, 0.2, poliedrico
declive, residencial, bom, nao, 0.42, 0.1, 0.7, poliedrico
irregular, terreno, otimo, nao, 0.47, 0.2, 0.1, irregular
declive, terreno, bom, sim, 0.64, 0.2, 0.6, poliedrico
plano, residencial, otimo, sim, 0.63, 0.5, 0.5, irregular
irregular, terreno, otimo, nao, 0.74, 0.3, 0.9, asfalto
plano, terreno, mau, sim, 0.66, 0.6, 0.6, poliedrico
declive, comercial, otimo, nao, 0.61, 0.9, 0.2, asfalto
declive, terreno, regular, sim, 0.69, 0.5, 0.9, poliedrico
declive, comercial, bom, nao, 0.63, 0.8, 0.7, asfalto
irregular, terreno, otimo, sim, 0.84, 0.3, 0.6, asfalto
plano, comercial, regular, sim, 0.65, 0.2, 0.2, asfalto
plano, comercial, mau, sim, 0.61, 0.6, 0.5, poliedrico
declive, residencial, mau, sim, 0.61, 0.7, 0.7, asfalto
aclive, residencial, regular, nao, 0.51, 0.9, 0.9, poliedrico
declive, comercial, bom, nao, 0.43, 0.7, 0.4, irregular
plano, terreno, regular, nao, 0.67, 0.9, 0.4, asfalto
aclive, terreno, mau, nao, 0.47, 0.6, 0.9, poliedrico
aclive, terreno, bom, sim, 0.71, 0.6, 0.3, asfalto
irregular, terreno, bom, sim, 0.76, 0.2, 0.4, asfalto
plano, terreno, otimo, sim, 0.79, 0.4, 0.7, poliedrico
irregular, terreno, bom, sim, 0.78, 0.7, 0.5, poliedrico
plano, comercial, mau, nao, 0.56, 0.6, 0.7, asfalto
declive, comercial, otimo, sim, 0.72, 0.3, 0.6, asfalto
declive, terreno, bom, nao, 0.59, 0.9, 0.1, asfalto
irregular, comercial, otimo, nao, 0.66, 0.7, 0.2, asfalto
plano, residencial, otimo, nao, 0.50, 0.5, 0.1, poliedrico
declive, terreno, regular, sim, 0.59, 0.3, 0.9, irregular
plano, residencial, otimo, nao, 0.53, 0.1, 0.2, asfalto
irregular, residencial, mau, nao, 0.40, 0.5, 0.3, poliedrico
plano, residencial, mau, sim, 0.59, 0.3, 0.4, asfalto
plano, comercial, mau, sim, 0.58, 0.1, 0.8, poliedrico
aclive, terreno, bom, sim, 0.72, 0.9, 0.1, asfalto
aclive, comercial, otimo, nao, 0.54, 0.7, 0.5, poliedrico
declive, comercial, bom, sim, 0.70, 0.7, 0.8, poliedrico
aclive, comercial, bom, sim, 0.69, 0.1, 0.9, asfalto
aclive, comercial, mau, nao, 0.48, 0.6, 0.7, asfalto
aclive, terreno, bom, nao, 0.51, 0.4, 0.6, poliedrico
declive, residencial, regular, sim, 0.64, 0.9, 0.7, poliedrico
irregular, residencial, regular, sim, 0.59, 0.5, 0.6, irregular
aclive, residencial, mau, nao, 0.46, 0.8, 0.6, asfalto
irregular, terreno, otimo, nao, 0.70, 0.5, 0.9, poliedrico
declive, residencial, bom, nao, 0.45, 0.8, 0.7, irregular
aclive, comercial, bom, nao, 0.47, 0.5, 0.5, poliedrico
irregular, terreno, bom, sim, 0.84, 0.7, 0.9, poliedrico
aclive, terreno, bom, nao, 0.52, 0.1, 0.5, asfalto
plano, terreno, mau, nao, 0.50, 0.8, 0.3, poliedrico
aclive, comercial, otimo, sim, 0.66, 0.1, 0.5, asfalto
irregular, comercial, otimo, sim, 0.65, 0.5, 0.3, irregular
declive, residencial, bom, sim, 0.62, 0.9, 0.3, poliedrico
aclive, residencial, bom, sim, 0.64, 0.9, 0.5, poliedrico
declive, terreno, mau, nao, 0.51, 0.3, 0.9, asfalto
irregular, comercial, otimo, nao, 0.52, 0.1, 0.8, irregular
declive, terreno, otimo, nao, 0.50, 0.7, 0.4, irregular
aclive, residencial, otimo, nao, 0.30, 0.1, 0.2, irregular
irregular, residencial, regular, nao, 0.46, 0.5, 0.7, irregular
declive, residencial, bom, sim, 0.62, 0.1, 0.6, asfalto
aclive, residencial, regular, sim, 0.60, 0.6, 0.3, asfalto
aclive, terreno, mau, sim, 0.59, 0.1, 0.7, asfalto
aclive, comercial, regular, nao, 0.41, 0.1, 0.7, poliedrico
aclive, comercial, otimo, sim, 0.74, 0.9, 0.7, poliedrico
declive, terreno, bom, nao, 0.55, 0.9, 0.8, irregular
declive, terreno, regular, sim, 0.56, 0.9, 0.1, irregular
irregular, residencial, regular, nao, 0.63, 0.9, 0.5, asfalto
plano, residencial, otimo, nao, 0.59, 0.5, 0.7, poliedrico
aclive, terreno, mau, nao, 0.41, 0.5, 0.1, asfalto
aclive, terreno, regular, sim, 0.57, 0.9, 0.3, irregular
aclive, comercial, mau, sim, 0.52, 0.5, 0.1, asfalto
irregular, residencial, bom, sim, 0.75, 0.9, 0.1, asfalto
declive, terreno, regular, sim, 0.61, 0.2, 0.2, asfalto
aclive, comercial, bom, nao, 0.39, 0.2, 0.2, poliedrico
declive, residencial, otimo, nao, 0.43, 0.9, 0.2, irregular
declive, terreno, mau, nao, 0.57, 0.8, 0.8, asfalto
