@relation avaliation

@attribute topografia {aclive, declive, plano, irregular}
@attribute utilizacao {residencial, comercial, terreno}
@attribute conservacao {otimo, bom, regular, mau}
@attribute esgoto {sim, nao}
@attribute preco numeric
@attribute distanciaUTFPR numeric
@attribute distanciaPracaCentral numeric
@attribute pavimentacao {poliedrico, asfalto, irregular}
@attribute accessToHealth {ruim, bom, otimo}
@attribute securityLevel {ruim, bom, otimo}
@attribute firefighter {ruim, bom, otimo}
@attribute internetOptions {ruim, bom, otimo}
@attribute operatorSignal {ruim, bom, otimo}
@attribute leisureArea {ruim, bom, otimo}
@attribute mobility {ruim, bom, otimo}
@attribute location {ruim, bom, otimo}
@attribute supplyAndDemand numeric
@attribute consumePower {baixo, medio, alto}

@data
irregular, comercial, mau, sim, 0.54, 0.3, 0.3, asfalto, bom, ruim, otimo, bom, ruim, bom, bom, bom, 0.49, baixo
plano, comercial, bom, sim, 0.51, 0.7, 0.3, irregular, otimo, bom, bom, otimo, otimo, ruim, bom, ruim, 0.50, baixo
irregular, terreno, regular, nao, 0.71, 0.7, 0.9, irregular, bom, otimo, bom, otimo, ruim, ruim, otimo, otimo, 0.78, alto
irregular, terreno, bom, sim, 0.76, 0.6, 0.2, asfalto, ruim, bom, ruim, ruim, otimo, otimo, otimo, otimo, 0.66, baixo
plano, comercial, regular, sim, 0.68, 0.9, 0.2, asfalto, bom, otimo, otimo, bom, ruim, ruim, bom, bom, 0.64, medio
aclive, residencial, otimo, nao, 0.59, 0.5, 0.6, poliedrico, ruim, ruim, otimo, otimo, bom, otimo, otimo, otimo, 0.56, medio
plano, residencial, otimo, nao, 0.51, 0.3, 0.3, poliedrico, bom, ruim, ruim, bom, otimo, bom, ruim, otimo, 0.50, medio
declive, residencial, mau, sim, 0.44, 0.1, 0.4, poliedrico, otimo, bom, otimo, otimo, ruim, otimo, bom, bom, 0.50, medio
plano, terreno, regular, nao, 0.49, 0.7, 0.2, irregular, otimo, ruim, ruim, bom, bom, bom, otimo, bom, 0.51, baixo
irregular, terreno, regular, sim, 0.70, 0.7, 0.2, asfalto, otimo, bom, ruim, otimo, ruim, bom, otimo, ruim, 0.70, medio
aclive, terreno, bom, sim, 0.56, 0.8, 0.7, irregular, ruim, bom, bom, otimo, bom, bom, bom, bom, 0.55, baixo
declive, residencial, bom, nao, 0.44, 0.2, 0.9, asfalto, ruim, bom, bom, bom, bom, ruim, ruim, ruim, 0.45, medio
declive, comercial, regular, nao, 0.39, 0.1, 0.9, poliedrico, otimo, otimo, otimo, ruim, ruim, ruim, ruim, bom, 0.42, baixo
aclive, residencial, bom, nao, 0.38, 0.7, 0.8, irregular, bom, ruim, ruim, otimo, bom, ruim, bom, ruim, 0.35, baixo
plano, residencial, bom, sim, 0.67, 0.9, 0.1, asfalto, bom, bom, ruim, otimo, ruim, otimo, bom, bom, 0.59, medio
aclive, residencial, bom, nao, 0.53, 0.1, 0.2, asfalto, otimo, ruim, ruim, bom, otimo, ruim, otimo, bom, 0.60, alto
declive, residencial, mau, sim, 0.53, 0.9, 0.4, poliedrico, ruim, bom, bom, ruim, ruim, ruim, bom, ruim, 0.57, alto
plano, comercial, bom, sim, 0.70, 0.5, 0.1, asfalto, ruim, bom, bom, bom, otimo, ruim, otimo, bom, 0.64, medio
plano, residencial, otimo, sim, 0.82, 0.9, 0.4, asfalto, otimo, bom, otimo, otimo, ruim, bom, bom, otimo, 0.78, alto
aclive, residencial, bom, sim, 0.48, 0.2, 0.4, poliedrico, ruim, bom, ruim, ruim, bom, otimo, ruim, otimo, 0.41, baixo
declive, residencial, bom, nao, 0.44, 0.7, 0.8, asfalto, ruim, ruim, otimo, otimo, bom, otimo, ruim, ruim, 0.42, baixo
plano, comercial, mau, sim, 0.56, 0.9, 0.4, asfalto, ruim, ruim, ruim, bom, bom, bom, ruim, ruim, 0.55, medio
aclive, comercial, mau, sim, 0.64, 0.7, 0.5, asfalto, ruim, otimo, otimo, otimo, bom, bom, otimo, otimo, 0.57, baixo
declive, comercial, otimo, sim, 0.62, 0.9, 0.2, poliedrico, ruim, otimo, bom, bom, otimo, bom, bom, bom, 0.62, medio
declive, comercial, otimo, sim, 0.49, 0.2, 0.5, irregular, ruim, ruim, bom, otimo, otimo, otimo, bom, bom, 0.49, baixo
plano, comercial, mau, sim, 0.40, 0.4, 0.2, irregular, ruim, otimo, otimo, otimo, otimo, ruim, bom, ruim, 0.44, baixo
plano, comercial, mau, nao, 0.57, 0.4, 0.6, poliedrico, ruim, otimo, ruim, ruim, ruim, otimo, otimo, otimo, 0.56, medio
irregular, residencial, regular, nao, 0.56, 0.9, 0.2, asfalto, otimo, bom, bom, bom, otimo, ruim, bom, bom, 0.54, medio
plano, residencial, otimo, nao, 0.64, 0.6, 0.3, asfalto, otimo, otimo, otimo, ruim, otimo, otimo, otimo, ruim, 0.70, alto
aclive, residencial, regular, nao, 0.57, 0.5, 0.8, asfalto, otimo, otimo, ruim, bom, otimo, bom, ruim, otimo, 0.64, alto
aclive, comercial, mau, sim, 0.51, 0.8, 0.6, poliedrico, bom, ruim, otimo, bom, otimo, bom, ruim, ruim, 0.65, alto
aclive, comercial, otimo, sim, 0.62, 0.5, 0.6, poliedrico, bom, bom, ruim, ruim, otimo, ruim, bom, otimo, 0.53, baixo
irregular, comercial, otimo, nao, 0.41, 0.1, 0.1, irregular, ruim, bom, ruim, ruim, ruim, ruim, ruim, ruim, 0.54, alto
irregular, terreno, mau, sim, 0.48, 0.6, 0.5, irregular, otimo, ruim, otimo, bom, ruim, bom, bom, ruim, 0.51, baixo
irregular, residencial, bom, nao, 0.52, 0.2, 0.2, poliedrico, bom, otimo, otimo, otimo, bom, ruim, bom, otimo, 0.53, medio
plano, residencial, regular, sim, 0.62, 0.8, 0.8, asfalto, bom, ruim, otimo, ruim, otimo, otimo, ruim, ruim, 0.58, medio
aclive, terreno, regular, nao, 0.43, 0.5, 0.7, asfalto, ruim, bom, otimo, ruim, ruim, bom, ruim, ruim, 0.46, baixo
aclive, residencial, bom, nao, 0.47, 0.2, 0.9, poliedrico, otimo, ruim, ruim, bom, bom, otimo, bom, ruim, 0.57, alto
aclive, residencial, otimo, nao, 0.33, 0.5, 0.7, irregular, bom, ruim, ruim, otimo, bom, bom, ruim, ruim, 0.34, baixo
aclive, residencial, regular, nao, 0.31, 0.5, 0.2, irregular, otimo, bom, ruim, otimo, otimo, otimo, bom, ruim, 0.43, medio
irregular, residencial, regular, nao, 0.51, 0.6, 0.4, poliedrico, bom, otimo, bom, otimo, bom, otimo, ruim, otimo, 0.54, medio
aclive, comercial, regular, nao, 0.51, 0.6, 0.7, asfalto, ruim, otimo, ruim, bom, ruim, ruim, ruim, otimo, 0.45, baixo
irregular, terreno, mau, sim, 0.60, 0.5, 0.9, irregular, ruim, bom, bom, bom, bom, ruim, ruim, bom, 0.70, alto
aclive, residencial, bom, nao, 0.55, 0.9, 0.5, irregular, otimo, otimo, bom, otimo, bom, otimo, bom, otimo, 0.65, alto
plano, comercial, regular, sim, 0.43, 0.8, 0.1, irregular, ruim, ruim, otimo, bom, ruim, ruim, ruim, ruim, 0.42, baixo
declive, terreno, bom, nao, 0.64, 0.4, 0.8, poliedrico, otimo, otimo, otimo, bom, ruim, ruim, bom, otimo, 0.75, alto
plano, residencial, mau, nao, 0.49, 0.5, 0.9, poliedrico, ruim, ruim, otimo, bom, ruim, ruim, otimo, bom, 0.40, baixo
plano, comercial, otimo, nao, 0.43, 0.2, 0.4, irregular, ruim, otimo, otimo, ruim, ruim, otimo, bom, ruim, 0.51, medio
plano, terreno, bom, sim, 0.62, 0.7, 0.7, irregular, bom, otimo, ruim, ruim, otimo, bom, ruim, ruim, 0.74, alto
declive, residencial, otimo, sim, 0.69, 0.9, 0.1, asfalto, otimo, otimo, ruim, ruim, bom, otimo, bom, bom, 0.70, alto
irregular, residencial, bom, sim, 0.57, 0.6, 0.8, irregular, bom, otimo, otimo, otimo, otimo, ruim, bom, bom, 0.51, baixo
aclive, terreno, otimo, sim, 0.60, 0.2, 0.3, asfalto, ruim, otimo, otimo, bom, ruim, otimo, otimo, ruim, 0.59, baixo
aclive, residencial, bom, nao, 0.44, 0.1, 0.7, asfalto, otimo, bom, ruim, ruim, bom, ruim, ruim, bom, 0.46, medio
plano, terreno, regular, nao, 0.46, 0.4, 0.6, irregular, bom, otimo, ruim, bom, otimo, bom, otimo, ruim, 0.51, baixo
plano, comercial, regular, sim, 0.80, 0.7, 0.1, asfalto, ruim, bom, ruim, otimo, otimo, bom, otimo, otimo, 0.79, alto
irregular, comercial, regular, sim, 0.53, 0.2, 0.7, irregular, otimo, ruim, bom, ruim, ruim, ruim, bom, ruim, 0.53, medio
declive, residencial, otimo, sim, 0.59, 0.6, 0.3, poliedrico, ruim, bom, bom, bom, bom, bom, bom, otimo, 0.47, baixo
plano, residencial, otimo, nao, 0.35, 0.1, 0.3, irregular, ruim, otimo, otimo, bom, otimo, ruim, ruim, bom, 0.37, baixo
plano, comercial, mau, sim, 0.64, 0.9, 0.2, asfalto, otimo, bom, otimo, bom, bom, ruim, otimo, bom, 0.56, baixo
irregular, terreno, otimo, nao, 0.74, 0.1, 0.3, asfalto, ruim, ruim, bom, otimo, otimo, ruim, otimo, otimo, 0.79, alto
irregular, residencial, otimo, nao, 0.44, 0.1, 0.2, poliedrico, ruim, ruim, ruim, otimo, ruim, ruim, bom, bom, 0.37, baixo
plano, terreno, otimo, sim, 0.65, 0.4, 0.6, poliedrico, ruim, otimo, otimo, otimo, otimo, otimo, bom, bom, 0.64, baixo
declive, terreno, otimo, sim, 0.58, 0.1, 0.2, poliedrico, otimo, ruim, ruim, ruim, otimo, otimo, bom, ruim, 0.72, alto
declive, comercial, otimo, nao, 0.53, 0.2, 0.8, asfalto, ruim, bom, ruim, ruim, ruim, ruim, ruim, otimo, 0.45, baixo
irregular, comercial, regular, nao, 0.61, 0.7, 0.6, poliedrico, otimo, otimo, ruim, bom, bom, bom, otimo, ruim, 0.70, alto
plano, comercial, bom, nao, 0.53, 0.6, 0.8, irregular, bom, ruim, otimo, ruim, ruim, otimo, bom, bom, 0.55, medio
declive, terreno, mau, nao, 0.38, 0.2, 0.1, irregular, bom, bom, bom, bom, bom, bom, otimo, otimo, 0.45, baixo
aclive, residencial, mau, sim, 0.55, 0.7, 0.8, asfalto, bom, otimo, ruim, ruim, bom, otimo, ruim, otimo, 0.46, baixo
aclive, residencial, bom, sim, 0.56, 0.2, 0.3, asfalto, bom, ruim, otimo, ruim, otimo, ruim, otimo, ruim, 0.53, medio
aclive, comercial, bom, nao, 0.45, 0.1, 0.9, poliedrico, otimo, otimo, otimo, otimo, ruim, bom, ruim, ruim, 0.63, alto
irregular, comercial, otimo, nao, 0.64, 0.5, 0.5, asfalto, ruim, bom, otimo, bom, otimo, ruim, otimo, bom, 0.55, baixo
plano, residencial, mau, sim, 0.43, 0.2, 0.1, poliedrico, bom, otimo, bom, otimo, ruim, ruim, bom, ruim, 0.47, medio
aclive, comercial, mau, nao, 0.43, 0.2, 0.1, asfalto, bom, otimo, otimo, otimo, ruim, bom, otimo, bom, 0.53, medio
plano, comercial, otimo, nao, 0.44, 0.7, 0.4, irregular, ruim, otimo, ruim, ruim, ruim, ruim, bom, ruim, 0.41, baixo
plano, comercial, otimo, sim, 0.82, 0.8, 0.8, poliedrico, bom, otimo, otimo, ruim, bom, ruim, bom, otimo, 0.81, alto
declive, terreno, otimo, sim, 0.66, 0.1, 0.9, asfalto, otimo, otimo, bom, bom, bom, ruim, ruim, ruim, 0.77, alto
irregular, terreno, mau, nao, 0.46, 0.9, 0.6, irregular, bom, ruim, ruim, bom, ruim, ruim, ruim, bom, 0.53, medio
irregular, terreno, otimo, nao, 0.56, 0.1, 0.9, poliedrico, otimo, ruim, ruim, bom, bom, otimo, ruim, bom, 0.62, medio
aclive, comercial, mau, sim, 0.59, 0.5, 0.3, asfalto, bom, bom, ruim, bom, bom, bom, otimo, ruim, 0.67, alto
plano, residencial, mau, nao, 0.42, 0.6, 0.5, asfalto, otimo, bom, ruim, ruim, otimo, ruim, bom, ruim, 0.39, baixo
plano, terreno, otimo, nao, 0.75, 0.7, 0.4, asfalto, bom, otimo, otimo, bom, otimo, bom, bom, otimo, 0.83, alto
plano, comercial, otimo, sim, 0.74, 0.8, 0.9, poliedrico, ruim, bom, ruim, otimo, otimo, otimo, otimo, ruim, 0.69, medio
declive, comercial, bom, nao, 0.52, 0.7, 0.1, poliedrico, bom, ruim, bom, bom, bom, ruim, otimo, bom, 0.54, medio
aclive, residencial, bom, nao, 0.64, 0.9, 0.9, asfalto, otimo, otimo, bom, ruim, ruim, bom, bom, bom, 0.66, alto
plano, terreno, bom, nao, 0.70, 0.6, 0.3, asfalto, bom, ruim, otimo, bom, otimo, ruim, bom, otimo, 0.78, alto
aclive, comercial, mau, nao, 0.40, 0.1, 0.3, asfalto, otimo, bom, bom, ruim, bom, ruim, bom, ruim, 0.57, alto
plano, terreno, mau, nao, 0.55, 0.1, 0.4, asfalto, bom, otimo, otimo, bom, otimo, ruim, otimo, otimo, 0.57, baixo
plano, terreno, bom, sim, 0.88, 0.8, 0.8, poliedrico, bom, ruim, ruim, bom, ruim, ruim, otimo, otimo, 0.84, alto
irregular, comercial, bom, sim, 0.70, 0.8, 0.5, asfalto, ruim, ruim, ruim, bom, bom, ruim, ruim, ruim, 0.70, alto
plano, comercial, regular, nao, 0.64, 0.6, 0.1, asfalto, ruim, bom, bom, bom, bom, ruim, otimo, otimo, 0.60, medio
irregular, terreno, otimo, sim, 0.91, 0.9, 0.2, asfalto, otimo, ruim, otimo, otimo, bom, bom, otimo, otimo, 0.91, alto
irregular, terreno, otimo, nao, 0.68, 0.5, 0.8, irregular, bom, otimo, bom, bom, ruim, otimo, otimo, otimo, 0.69, medio
plano, terreno, otimo, nao, 0.57, 0.6, 0.6, poliedrico, otimo, otimo, ruim, ruim, bom, otimo, ruim, bom, 0.64, medio
aclive, terreno, regular, sim, 0.68, 0.9, 0.9, asfalto, ruim, bom, bom, bom, bom, otimo, ruim, otimo, 0.62, baixo
aclive, terreno, otimo, nao, 0.41, 0.5, 0.2, irregular, bom, otimo, bom, ruim, otimo, bom, bom, ruim, 0.55, medio
declive, residencial, regular, nao, 0.35, 0.2, 0.2, asfalto, otimo, bom, bom, bom, otimo, otimo, ruim, ruim, 0.45, medio
aclive, comercial, mau, sim, 0.40, 0.3, 0.1, irregular, otimo, otimo, otimo, ruim, otimo, bom, ruim, bom, 0.61, alto
declive, comercial, regular, sim, 0.41, 0.9, 0.3, irregular, bom, otimo, ruim, otimo, ruim, ruim, ruim, ruim, 0.42, baixo
irregular, terreno, mau, nao, 0.62, 0.9, 0.7, poliedrico, otimo, bom, bom, otimo, bom, ruim, otimo, ruim, 0.74, alto
declive, residencial, mau, nao, 0.33, 0.8, 0.4, poliedrico, otimo, bom, otimo, ruim, bom, otimo, ruim, bom, 0.36, baixo
declive, terreno, otimo, sim, 0.45, 0.2, 0.2, irregular, bom, bom, otimo, bom, otimo, bom, bom, ruim, 0.51, baixo
irregular, terreno, bom, nao, 0.61, 0.7, 0.5, asfalto, bom, otimo, ruim, ruim, ruim, ruim, otimo, ruim, 0.56, baixo
aclive, comercial, regular, sim, 0.42, 0.5, 0.4, irregular, ruim, otimo, ruim, bom, ruim, ruim, ruim, bom, 0.41, baixo
declive, residencial, bom, sim, 0.48, 0.9, 0.1, irregular, otimo, bom, bom, ruim, bom, ruim, ruim, otimo, 0.42, baixo
aclive, residencial, regular, nao, 0.38, 0.3, 0.1, poliedrico, bom, ruim, bom, otimo, ruim, otimo, ruim, otimo, 0.44, medio
irregular, residencial, otimo, nao, 0.43, 0.5, 0.1, irregular, otimo, otimo, bom, bom, ruim, ruim, otimo, ruim, 0.40, baixo
aclive, residencial, regular, sim, 0.41, 0.9, 0.6, irregular, bom, ruim, bom, bom, bom, otimo, ruim, ruim, 0.39, baixo
irregular, residencial, mau, sim, 0.63, 0.2, 0.6, asfalto, otimo, otimo, bom, otimo, ruim, bom, bom, bom, 0.68, alto
aclive, residencial, otimo, sim, 0.65, 0.4, 0.2, asfalto, otimo, otimo, ruim, bom, otimo, otimo, ruim, otimo, 0.70, alto
declive, residencial, bom, sim, 0.68, 0.3, 0.8, asfalto, otimo, otimo, bom, ruim, ruim, otimo, bom, bom, 0.69, alto
declive, residencial, bom, sim, 0.62, 0.4, 0.1, asfalto, otimo, ruim, ruim, otimo, otimo, otimo, otimo, otimo, 0.53, baixo
plano, terreno, regular, sim, 0.56, 0.5, 0.4, asfalto, ruim, ruim, ruim, bom, otimo, ruim, ruim, ruim, 0.53, baixo
aclive, terreno, otimo, sim, 0.65, 0.4, 0.7, poliedrico, otimo, otimo, ruim, otimo, otimo, otimo, otimo, bom, 0.64, baixo
irregular, comercial, bom, nao, 0.58, 0.2, 0.1, poliedrico, otimo, ruim, otimo, otimo, otimo, bom, bom, otimo, 0.70, alto
irregular, comercial, otimo, nao, 0.52, 0.1, 0.2, poliedrico, ruim, ruim, bom, bom, ruim, bom, bom, ruim, 0.61, alto
irregular, comercial, otimo, nao, 0.49, 0.4, 0.6, irregular, ruim, otimo, otimo, bom, otimo, otimo, ruim, otimo, 0.51, baixo
aclive, residencial, mau, sim, 0.52, 0.9, 0.8, poliedrico, bom, otimo, otimo, otimo, otimo, ruim, ruim, ruim, 0.63, alto
irregular, residencial, mau, sim, 0.53, 0.7, 0.5, irregular, ruim, bom, ruim, ruim, bom, otimo, bom, otimo, 0.43, baixo
irregular, residencial, mau, sim, 0.62, 0.9, 0.8, irregular, bom, otimo, bom, ruim, ruim, otimo, otimo, bom, 0.57, medio
plano, comercial, otimo, nao, 0.60, 0.5, 0.3, asfalto, bom, bom, otimo, ruim, otimo, otimo, ruim, bom, 0.70, alto
plano, terreno, bom, nao, 0.40, 0.4, 0.7, irregular, bom, bom, otimo, otimo, ruim, bom, ruim, ruim, 0.48, baixo
declive, comercial, bom, sim, 0.58, 0.7, 0.1, irregular, otimo, ruim, ruim, bom, otimo, bom, otimo, otimo, 0.52, baixo
declive, terreno, regular, nao, 0.42, 0.2, 0.9, irregular, bom, ruim, ruim, otimo, otimo, bom, ruim, ruim, 0.63, alto
plano, residencial, otimo, nao, 0.54, 0.6, 0.3, irregular, otimo, otimo, ruim, otimo, bom, bom, otimo, ruim, 0.63, alto
aclive, terreno, regular, nao, 0.59, 0.4, 0.7, poliedrico, bom, otimo, ruim, ruim, otimo, otimo, bom, otimo, 0.73, alto
declive, terreno, otimo, nao, 0.44, 0.7, 0.5, poliedrico, bom, ruim, ruim, otimo, bom, otimo, ruim, ruim, 0.49, baixo
declive, residencial, otimo, sim, 0.67, 0.7, 0.5, poliedrico, ruim, bom, bom, bom, ruim, bom, ruim, otimo, 0.66, alto
declive, residencial, mau, sim, 0.56, 0.2, 0.5, asfalto, ruim, otimo, ruim, bom, bom, ruim, bom, otimo, 0.52, medio
irregular, comercial, regular, nao, 0.55, 0.2, 0.9, asfalto, otimo, ruim, bom, ruim, ruim, bom, bom, ruim, 0.55, medio
irregular, terreno, otimo, sim, 0.58, 0.4, 0.3, irregular, bom, otimo, bom, bom, ruim, otimo, bom, ruim, 0.64, medio
plano, comercial, mau, nao, 0.42, 0.7, 0.7, irregular, ruim, ruim, bom, otimo, bom, bom, ruim, otimo, 0.43, baixo
declive, terreno, regular, nao, 0.51, 0.2, 0.4, poliedrico, otimo, otimo, ruim, otimo, otimo, ruim, ruim, otimo, 0.70, alto
aclive, comercial, regular, nao, 0.54, 0.8, 0.5, asfalto, ruim, ruim, otimo, otimo, otimo, otimo, otimo, ruim, 0.59, medio
plano, comercial, bom, nao, 0.58, 0.3, 0.9, asfalto, ruim, bom, bom, bom, bom, ruim, ruim, otimo, 0.50, baixo
aclive, terreno, otimo, nao, 0.55, 0.6, 0.1, irregular, otimo, bom, ruim, otimo, ruim, otimo, otimo, bom, 0.71, alto
irregular, comercial, bom, nao, 0.50, 0.2, 0.7, irregular, otimo, otimo, otimo, otimo, otimo, otimo, bom, ruim, 0.69, alto
declive, terreno, bom, sim, 0.52, 0.5, 0.9, irregular, bom, ruim, bom, ruim, bom, otimo, ruim, bom, 0.52, baixo
plano, terreno, otimo, sim, 0.71, 0.7, 0.4, poliedrico, ruim, otimo, otimo, bom, bom, ruim, bom, otimo, 0.63, baixo
declive, residencial, regular, sim, 0.54, 0.6, 0.4, irregular, bom, otimo, otimo, otimo, otimo, otimo, otimo, bom, 0.57, medio
aclive, terreno, bom, sim, 0.72, 0.4, 0.2, asfalto, bom, bom, bom, bom, otimo, ruim, otimo, bom, 0.79, alto
declive, comercial, otimo, sim, 0.59, 0.1, 0.6, asfalto, bom, ruim, otimo, bom, otimo, ruim, ruim, bom, 0.60, medio
plano, residencial, otimo, sim, 0.73, 0.9, 0.9, irregular, bom, bom, bom, bom, otimo, bom, otimo, ruim, 0.72, alto
irregular, residencial, regular, sim, 0.61, 0.7, 0.3, asfalto, bom, otimo, otimo, ruim, otimo, otimo, ruim, bom, 0.59, medio
irregular, residencial, regular, sim, 0.67, 0.6, 0.6, poliedrico, otimo, bom, otimo, ruim, otimo, ruim, bom, otimo, 0.61, medio
aclive, residencial, otimo, nao, 0.46, 0.1, 0.1, asfalto, otimo, otimo, ruim, bom, ruim, ruim, bom, otimo, 0.41, baixo
plano, terreno, bom, nao, 0.59, 0.5, 0.2, poliedrico, otimo, bom, otimo, otimo, otimo, ruim, otimo, otimo, 0.60, baixo
declive, residencial, bom, sim, 0.62, 0.4, 0.7, poliedrico, otimo, ruim, ruim, ruim, bom, bom, bom, bom, 0.64, alto
plano, comercial, regular, sim, 0.65, 0.2, 0.6, irregular, otimo, ruim, bom, ruim, ruim, otimo, otimo, bom, 0.70, alto
aclive, terreno, bom, nao, 0.47, 0.6, 0.1, poliedrico, otimo, otimo, otimo, ruim, ruim, bom, bom, bom, 0.58, medio
irregular, comercial, regular, nao, 0.51, 0.2, 0.5, asfalto, ruim, bom, bom, otimo, bom, otimo, bom, ruim, 0.56, medio
plano, terreno, regular, sim, 0.71, 0.9, 0.7, asfalto, bom, bom, ruim, bom, otimo, otimo, ruim, bom, 0.71, medio
plano, terreno, mau, nao, 0.50, 0.1, 0.9, poliedrico, otimo, ruim, otimo, otimo, ruim, ruim, bom, otimo, 0.52, baixo
aclive, terreno, mau, sim, 0.58, 0.1, 0.9, poliedrico, bom, otimo, otimo, bom, ruim, bom, bom, otimo, 0.64, medio
aclive, residencial, bom, sim, 0.58, 0.5, 0.6, asfalto, otimo, ruim, otimo, ruim, ruim, otimo, otimo, ruim, 0.49, baixo
plano, residencial, bom, sim, 0.64, 0.4, 0.2, asfalto, otimo, otimo, bom, otimo, ruim, ruim, ruim, otimo, 0.59, medio
declive, comercial, mau, nao, 0.47, 0.2, 0.9, poliedrico, ruim, ruim, bom, bom, ruim, bom, bom, otimo, 0.50, medio
declive, terreno, otimo, nao, 0.59, 0.7, 0.6, asfalto, ruim, otimo, otimo, ruim, bom, ruim, ruim, otimo, 0.56, baixo
plano, terreno, mau, sim, 0.72, 0.5, 0.8, asfalto, otimo, bom, otimo, otimo, bom, ruim, otimo, bom, 0.73, medio
aclive, residencial, bom, nao, 0.60, 0.7, 0.8, asfalto, otimo, otimo, otimo, otimo, ruim, bom, bom, otimo, 0.59, medio
declive, comercial, otimo, sim, 0.57, 0.4, 0.5, asfalto, ruim, ruim, otimo, otimo, bom, bom, ruim, bom, 0.52, baixo
declive, comercial, regular, nao, 0.49, 0.8, 0.4, poliedrico, bom, otimo, ruim, bom, bom, ruim, bom, otimo, 0.47, baixo
plano, comercial, mau, sim, 0.74, 0.8, 0.9, asfalto, otimo, otimo, ruim, bom, otimo, otimo, otimo, otimo, 0.64, baixo
declive, residencial, bom, nao, 0.45, 0.3, 0.9, irregular, bom, bom, bom, bom, bom, bom, bom, otimo, 0.40, baixo
plano, residencial, regular, sim, 0.65, 0.4, 0.2, poliedrico, ruim, ruim, bom, bom, bom, otimo, otimo, otimo, 0.58, medio
aclive, comercial, bom, sim, 0.48, 0.8, 0.1, irregular, ruim, otimo, bom, otimo, ruim, ruim, ruim, bom, 0.53, medio
plano, comercial, bom, nao, 0.57, 0.8, 0.4, poliedrico, otimo, otimo, bom, ruim, otimo, bom, bom, otimo, 0.54, baixo
declive, comercial, mau, nao, 0.52, 0.6, 0.8, asfalto, otimo, otimo, ruim, otimo, otimo, otimo, otimo, bom, 0.53, baixo
plano, terreno, otimo, nao, 0.57, 0.6, 0.6, poliedrico, ruim, ruim, bom, bom, bom, ruim, bom, ruim, 0.60, medio
declive, terreno, otimo, sim, 0.54, 0.7, 0.1, poliedrico, bom, otimo, ruim, ruim, otimo, ruim, bom, ruim, 0.53, baixo
plano, comercial, bom, nao, 0.52, 0.7, 0.4, asfalto, otimo, otimo, bom, bom, otimo, otimo, bom, ruim, 0.53, baixo
declive, terreno, mau, nao, 0.28, 0.4, 0.3, irregular, bom, bom, otimo, bom, otimo, otimo, ruim, bom, 0.43, baixo
irregular, terreno, regular, nao, 0.42, 0.2, 0.8, irregular, otimo, bom, ruim, otimo, ruim, bom, ruim, bom, 0.48, baixo
declive, comercial, mau, sim, 0.53, 0.6, 0.9, poliedrico, ruim, ruim, otimo, bom, ruim, ruim, ruim, otimo, 0.47, baixo
irregular, terreno, regular, sim, 0.78, 0.4, 0.9, poliedrico, bom, ruim, ruim, otimo, ruim, bom, otimo, otimo, 0.72, medio
plano, terreno, regular, nao, 0.42, 0.3, 0.3, irregular, ruim, bom, bom, ruim, otimo, bom, ruim, ruim, 0.62, alto
plano, comercial, otimo, sim, 0.60, 0.3, 0.5, poliedrico, otimo, otimo, bom, ruim, bom, ruim, ruim, bom, 0.60, medio
plano, terreno, bom, nao, 0.62, 0.1, 0.9, asfalto, bom, bom, ruim, ruim, ruim, bom, bom, ruim, 0.71, alto
irregular, terreno, regular, sim, 0.81, 0.2, 0.9, asfalto, otimo, ruim, bom, bom, otimo, bom, bom, otimo, 0.85, alto
irregular, residencial, otimo, sim, 0.67, 0.9, 0.2, poliedrico, otimo, otimo, ruim, otimo, bom, otimo, otimo, ruim, 0.63, medio
plano, comercial, mau, nao, 0.49, 0.8, 0.5, irregular, bom, otimo, ruim, ruim, otimo, bom, bom, bom, 0.63, alto
irregular, comercial, regular, nao, 0.53, 0.2, 0.8, asfalto, ruim, otimo, ruim, ruim, ruim, otimo, bom, bom, 0.48, baixo
aclive, residencial, bom, nao, 0.47, 0.9, 0.1, irregular, otimo, otimo, bom, bom, otimo, ruim, otimo, ruim, 0.59, alto
declive, residencial, bom, nao, 0.33, 0.1, 0.3, poliedrico, bom, ruim, bom, otimo, ruim, ruim, ruim, bom, 0.32, baixo
irregular, residencial, bom, sim, 0.59, 0.5, 0.1, poliedrico, ruim, otimo, ruim, bom, otimo, bom, ruim, otimo, 0.56, medio
aclive, comercial, regular, sim, 0.53, 0.5, 0.8, irregular, otimo, otimo, ruim, bom, ruim, ruim, bom, bom, 0.56, medio
irregular, residencial, otimo, sim, 0.79, 0.1, 0.8, asfalto, otimo, bom, bom, bom, otimo, ruim, otimo, otimo, 0.67, medio
declive, terreno, otimo, nao, 0.52, 0.5, 0.8, irregular, bom, otimo, otimo, bom, otimo, otimo, bom, bom, 0.64, medio
plano, comercial, mau, nao, 0.53, 0.1, 0.5, asfalto, bom, ruim, ruim, ruim, bom, bom, ruim, otimo, 0.62, alto
irregular, comercial, regular, sim, 0.59, 0.1, 0.1, poliedrico, bom, ruim, otimo, otimo, otimo, otimo, bom, otimo, 0.63, medio
aclive, residencial, mau, nao, 0.47, 0.4, 0.9, asfalto, bom, otimo, ruim, bom, otimo, ruim, bom, ruim, 0.57, alto
